#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         574    -5.35834    -5.53261  0.00670037
         575    -5.38006    -5.53235  0.00669396
         576    -5.36707    -5.53206  0.00668849
         577     -5.4435    -5.53191  0.00667866
         578    -5.46495    -5.53179  0.00666811
         579    -5.50055    -5.53174  0.00665681
         580    -5.43212    -5.53156  0.00664755
         581    -5.50937    -5.53153  0.00663622
         582    -5.50801    -5.53149  0.00662494
         583     -5.4783    -5.53139   0.0066142
         584    -5.52627    -5.53139  0.00660288
         585    -5.52794    -5.53138   0.0065916
         586     -5.4437    -5.53123  0.00658205
         587    -5.47868    -5.53114  0.00657144
         588    -5.45925    -5.53102   0.0065614
         589    -5.42579    -5.53084   0.0065527
         590    -5.50967     -5.5308  0.00654169
         591    -5.51386    -5.53077  0.00653068
         592     -5.4959    -5.53072  0.00651992
         593    -5.52267     -5.5307  0.00650893
         594    -5.48716    -5.53063  0.00649839
         595    -5.59288    -5.53073  0.00648831
         596    -5.55166    -5.53077  0.00647752
         597    -5.58173    -5.53085  0.00646723
         598    -5.60425    -5.53098  0.00645758
         599    -5.53874    -5.53099  0.00644681
         600    -5.51884    -5.53097   0.0064361
         601    -5.67536    -5.53121  0.00642987
         602    -5.66075    -5.53143  0.00642279
         603    -5.62698    -5.53158   0.0064141
         604    -5.59511    -5.53169  0.00640434
         605    -5.56969    -5.53175  0.00639406
         606    -5.53046    -5.53175  0.00638351
         607    -5.49894     -5.5317  0.00637322
         608    -5.47433     -5.5316  0.00636344
         609    -5.48652    -5.53153  0.00635342
         610    -5.41071    -5.53133  0.00634609
         611    -5.35576    -5.53104  0.00634221
         612    -5.40883    -5.53084  0.00633499
         613    -5.48251    -5.53076  0.00632514
         614    -5.49525    -5.53071  0.00631511
         615    -5.35903    -5.53043    0.006311
         616    -5.44139    -5.53028  0.00630241
         617    -5.41098    -5.53009  0.00629516
         618    -5.50914    -5.53005  0.00628507
         619    -5.45051    -5.52993  0.00627623
         620    -5.42393    -5.52975  0.00626843
         621     -5.4004    -5.52955   0.0062618
         622     -5.4115    -5.52936  0.00625461
         623    -5.37222     -5.5291  0.00624965
         624    -5.37527    -5.52886   0.0062445
         625    -5.45742    -5.52874  0.00623555
         626    -5.47956    -5.52867  0.00622609
         627    -5.47431    -5.52858  0.00621676
         628    -5.46941    -5.52848  0.00620757
         629    -5.55509    -5.52853  0.00619785
         630    -5.56907    -5.52859  0.00618835
         631    -5.51868    -5.52858  0.00617856
         632    -5.55119    -5.52861  0.00616889
         633    -5.57499    -5.52868  0.00615958
         634    -5.56422    -5.52874  0.00615011
         635    -5.51632    -5.52872  0.00614046
         636    -5.51195    -5.52869  0.00613086
         637    -5.48929    -5.52863  0.00612155
         638    -5.41653    -5.52846  0.00611448
         639     -5.4179    -5.52828  0.00610735
         640    -5.49346    -5.52823  0.00609805
         641    -5.43327    -5.52808  0.00609034
         642    -5.43571    -5.52794  0.00608255
         643    -5.43902     -5.5278  0.00607466
         644    -5.49703    -5.52775  0.00606542
         645    -5.47962    -5.52768  0.00605648
         646    -5.56185    -5.52773  0.00604733
         647    -5.60677    -5.52785  0.00603922
         648    -5.62626      -5.528  0.00603181
         649    -5.67223    -5.52823  0.00602661
         650    -5.58861    -5.52832  0.00601805
         651    -5.60242    -5.52843  0.00600988
         652    -5.48274    -5.52836  0.00600107
         653     -5.5164    -5.52834  0.00599191
         654    -5.43553     -5.5282  0.00598443
         655    -5.35838    -5.52794  0.00598091
         656    -5.47518    -5.52786  0.00597233
         657    -5.49355    -5.52781  0.00596347
         658    -5.46304    -5.52771  0.00595522
